user_word_id,word_id,user_id,was_new,was_due,overdue_time,previous_incorrect_count,previous_correct_count,previous_easiness_factor,user_rated_answer,time_to_answer,correct,created_at,updated_at,user_role,previous_repetition_number,previous_interval,actual_interval,was_failed,previous_attempts,previous_answer,previous_time_to_answer,word_average_easiness_factor
4849,289,20,false,2012-10-10 11:21:44 +1000,0.941767370136667,11,8,1.3,3,2.722,true,2012-10-11 09:57:52 +1000,2012-10-11 09:57:52 +1000,participant,5,6.591,7.53276737013667,false,19,3,2.295,2.26785714285714
4979,419,20,false,2012-10-10 12:24:26 +1000,0.898688463282523,1,4,1.42,3,2.969,true,2012-10-11 09:58:33 +1000,2012-10-11 09:58:33 +1000,participant,4,6.0492,6.94788846328252,false,5,4,2.49,2.45714285714286
4970,410,20,false,2012-10-11 02:45:14 +1000,0.30114180476787,1,4,1.42,3,2.796,true,2012-10-11 09:58:53 +1000,2012-10-11 09:58:53 +1000,participant,4,6.6456,6.94674180476787,false,5,3,2.716,2.45714285714286
4893,333,20,false,2012-10-11 17:56:14 +1000,-0.331182160712894,1,5,1.3,3,3.687,true,2012-10-11 09:59:20 +1000,2012-10-11 09:59:20 +1000,participant,5,7.86396,7.53277783928711,false,6,3,5.672,2.415
4787,227,20,false,2012-10-11 22:45:26 +1000,-0.531949124860185,1,5,1.56,3,2.727,true,2012-10-11 09:59:26 +1000,2012-10-11 09:59:26 +1000,participant,5,11.389248,10.8572988751398,false,6,4,5.25,2.15357142857143
4793,233,20,false,2012-10-11 22:45:39 +1000,-0.532041035468738,1,5,1.56,3,2.458,true,2012-10-11 09:59:31 +1000,2012-10-11 09:59:31 +1000,participant,5,11.389248,10.8572069645313,false,6,4,3.926,1.92357142857143
4817,257,20,false,2012-10-11 22:46:02 +1000,-0.532157311227049,1,5,1.56,3,3.602,true,2012-10-11 09:59:44 +1000,2012-10-11 09:59:44 +1000,participant,5,11.389248,10.857090688773,false,6,4,4.351,2.48214285714286
4879,319,20,false,2012-10-11 23:47:29 +1000,-0.574731936849676,0,4,1.94,3,3.355,true,2012-10-11 09:59:53 +1000,2012-10-11 09:59:53 +1000,participant,4,12.1056,11.5308680631503,false,4,3,6.937,2.30714285714286
4876,316,20,false,2012-10-08 18:35:30 +1000,0.0,2,4,1.3,1,2.939,false,2012-10-11 10:00:16 +1000,2012-10-11 10:00:16 +1000,participant,0,0.0,0.0,true,6,1,4.966,2.28571428571429
4807,247,20,false,2012-10-08 18:38:41 +1000,0.0,4,6,1.3,3,3.919,true,2012-10-11 10:00:30 +1000,2012-10-11 10:00:30 +1000,participant,0,0.0,0.0,true,10,1,6.844,2.14071428571429
5007,447,20,false,2012-10-08 19:22:54 +1000,0.0,9,5,1.3,1,2.77,false,2012-10-11 10:00:48 +1000,2012-10-11 10:00:48 +1000,participant,0,0.0,0.0,true,14,1,5.268,2.45714285714286
4993,433,20,false,2012-10-08 19:32:19 +1000,0.0,1,3,1.82,3,5.127,true,2012-10-11 11:11:44 +1000,2012-10-11 11:11:44 +1000,participant,0,0.0,0.0,true,4,1,3.111,2.46571428571429
4876,316,20,false,2012-10-11 10:00:16 +1000,0.0,3,4,1.3,3,8.003,true,2012-10-11 11:12:16 +1000,2012-10-11 11:12:16 +1000,participant,0,0.0,0.0,true,7,1,2.939,2.28571428571429
5007,447,20,false,2012-10-11 10:00:48 +1000,0.0,10,5,1.3,3,2.665,true,2012-10-11 11:12:51 +1000,2012-10-11 11:12:51 +1000,participant,0,0.0,0.0,true,15,1,2.77,2.45714285714286
4967,407,20,false,2012-10-12 05:33:31 +1000,0.389021511034618,1,4,1.54,3,5.958,true,2012-10-12 14:53:42 +1000,2012-10-12 14:53:42 +1000,participant,4,7.7616,8.15062151103462,false,5,3,2.403,2.46071428571429
5008,448,20,false,2012-10-12 10:00:07 +1000,0.204040489631169,4,5,1.3,3,3.643,true,2012-10-12 14:53:56 +1000,2012-10-12 14:53:56 +1000,participant,1,1.0,1.20404048963117,false,9,3,2.568,2.45714285714286
4807,247,20,false,2012-10-12 10:00:30 +1000,0.203906679842083,4,7,1.3,1,5.591,false,2012-10-12 14:54:08 +1000,2012-10-12 14:54:08 +1000,participant,1,1.0,1.20390667984208,false,11,3,3.919,2.14071428571429
4993,433,20,false,2012-10-12 11:11:44 +1000,0.154485608485347,1,4,1.68,3,2.477,true,2012-10-12 14:54:12 +1000,2012-10-12 14:54:12 +1000,participant,1,1.0,1.15448560848535,false,5,3,5.127,2.46571428571429
4820,260,20,false,2012-10-12 11:11:58 +1000,0.154404034474294,3,7,1.3,3,2.827,true,2012-10-12 14:54:19 +1000,2012-10-12 14:54:19 +1000,participant,1,1.0,1.15440403447429,false,10,3,5.483,2.13214285714286
4876,316,20,false,2012-10-12 11:12:16 +1000,0.15431004641647,3,5,1.3,3,2.465,true,2012-10-12 14:54:28 +1000,2012-10-12 14:54:28 +1000,participant,1,1.0,1.15431004641647,false,8,3,8.003,2.28571428571429
5007,447,20,false,2012-10-12 11:12:51 +1000,0.154047331427766,10,6,1.3,1,3.087,false,2012-10-12 14:54:41 +1000,2012-10-12 14:54:41 +1000,participant,1,1.0,1.15404733142777,false,16,3,2.665,2.45714285714286
4824,264,20,false,2012-10-12 12:28:01 +1000,0.101994331126644,1,5,1.3,3,2.473,true,2012-10-12 14:54:53 +1000,2012-10-12 14:54:53 +1000,participant,5,8.63928,8.74127433112664,false,6,3,2.474,2.08
4945,385,20,false,2012-10-12 13:11:11 +1000,0.0721108261366088,1,4,1.7,3,2.212,true,2012-10-12 14:55:02 +1000,2012-10-12 14:55:02 +1000,participant,4,8.67,8.74211082613661,false,5,4,3.284,2.46642857142857
4822,262,20,false,2012-10-12 16:05:29 +1000,-0.0485725835401968,4,8,1.3,3,2.501,true,2012-10-12 14:55:32 +1000,2012-10-12 14:55:32 +1000,participant,3,3.9,3.8514274164598,false,12,3,2.447,2.08214285714286
4857,297,20,false,2012-10-12 16:17:50 +1000,-0.0569236366910185,2,7,1.3,3,2.404,true,2012-10-12 14:55:52 +1000,2012-10-12 14:55:52 +1000,participant,3,3.9,3.84307636330898,false,9,3,2.051,2.38428571428571
5009,449,20,false,2012-10-12 17:00:18 +1000,-0.0855060139488889,10,7,1.3,3,3.056,true,2012-10-12 14:57:11 +1000,2012-10-12 14:57:11 +1000,participant,3,3.9,3.81449398605111,false,17,3,3.878,2.45714285714286
4977,417,20,false,2012-10-12 17:07:33 +1000,-0.0904745856419213,3,6,1.3,3,2.377,true,2012-10-12 14:57:16 +1000,2012-10-12 14:57:16 +1000,participant,3,3.9,3.80952541435808,false,9,3,3.304,2.45714285714286
5007,447,20,false,2012-10-12 14:54:41 +1000,0.0,11,6,1.3,1,2.455,false,2012-10-12 14:57:46 +1000,2012-10-12 14:57:46 +1000,participant,0,0.0,0.0,true,17,1,3.087,2.45714285714286
5010,450,20,false,2012-10-12 14:55:28 +1000,0.0,6,5,1.3,3,2.386,true,2012-10-12 14:57:52 +1000,2012-10-12 14:57:52 +1000,participant,0,0.0,0.0,true,11,1,3.175,2.45714285714286
5014,454,20,false,2012-10-12 14:56:58 +1000,0.0,6,5,1.3,3,2.102,true,2012-10-12 14:58:10 +1000,2012-10-12 14:58:10 +1000,participant,0,0.0,0.0,true,11,1,2.793,2.45714285714286
5007,447,20,false,2012-10-12 14:57:46 +1000,0.0,12,6,1.3,1,3.209,false,2012-10-12 14:58:26 +1000,2012-10-12 14:58:26 +1000,participant,0,0.0,0.0,true,18,1,2.455,2.45714285714286
4802,242,20,false,2012-10-13 09:23:05 +1000,1.19577222194193,0,4,2.36,3,2.51,true,2012-10-14 14:05:00 +1000,2012-10-14 14:05:00 +1000,participant,4,16.7088,17.9045722219419,false,4,4,4.009,2.19357142857143
4988,428,20,false,2012-10-13 20:08:19 +1000,0.749277466482512,2,5,1.3,1,4.037,false,2012-10-14 14:07:17 +1000,2012-10-14 14:07:17 +1000,participant,4,5.07,5.81927746648251,false,7,3,3.114,2.45714285714286
4866,306,20,false,2012-10-13 20:08:39 +1000,0.749502669498565,5,8,1.3,3,2.577,true,2012-10-14 14:07:56 +1000,2012-10-14 14:07:56 +1000,participant,4,5.07,5.81950266949856,false,13,3,2.629,2.42071428571429
4925,365,20,false,2012-10-13 20:08:50 +1000,0.749455691247465,5,8,1.3,3,3.846,true,2012-10-14 14:08:03 +1000,2012-10-14 14:08:03 +1000,participant,4,5.07,5.81945569124747,false,13,3,3.032,2.41428571428571
4841,281,20,false,2012-10-13 20:09:48 +1000,0.749229145925775,8,9,1.3,1,5.929,false,2012-10-14 14:08:42 +1000,2012-10-14 14:08:42 +1000,participant,4,5.07,5.81922914592578,false,17,3,2.709,2.25714285714286
4871,311,20,false,2012-10-12 11:21:23 +1000,0.14820823432625,1,5,1.42,3,2.405,true,2012-10-12 14:54:48 +1000,2012-10-12 14:54:48 +1000,participant,5,8.589864,8.73807223432625,false,6,4,1.722,2.42785714285714
5010,450,20,false,2012-10-12 16:05:21 +1000,-0.0485383648671181,5,5,1.3,1,3.175,false,2012-10-12 14:55:28 +1000,2012-10-12 14:55:28 +1000,participant,3,3.9,3.85146163513288,false,10,3,2.568,2.45714285714286
5013,453,20,false,2012-10-12 16:06:06 +1000,-0.0489149397569676,11,5,1.3,1,2.871,false,2012-10-12 14:55:40 +1000,2012-10-12 14:55:40 +1000,participant,3,3.9,3.85108506024303,false,16,3,3.327,2.45714285714286
5015,455,20,false,2012-10-12 16:10:20 +1000,-0.0517689532617708,12,6,1.3,3,2.803,true,2012-10-12 14:55:47 +1000,2012-10-12 14:55:47 +1000,participant,3,3.9,3.84823104673823,false,18,3,3.564,2.45714285714286
4855,295,20,false,2012-10-12 16:58:58 +1000,-0.0849530571929398,5,9,1.3,3,16.246,true,2012-10-12 14:56:39 +1000,2012-10-12 14:56:39 +1000,participant,3,3.9,3.81504694280706,false,14,3,3.248,2.39285714285714
5005,445,20,false,2012-10-12 16:59:32 +1000,-0.0852674668707176,2,6,1.3,3,2.899,true,2012-10-12 14:56:44 +1000,2012-10-12 14:56:44 +1000,participant,3,3.9,3.81473253312928,false,8,3,7.878,2.45714285714286
5014,454,20,false,2012-10-12 17:00:02 +1000,-0.0854674080513194,5,5,1.3,1,2.793,false,2012-10-12 14:56:58 +1000,2012-10-12 14:56:58 +1000,participant,3,3.9,3.81453259194868,false,10,3,9.33,2.45714285714286
4796,236,20,false,2012-10-13 00:54:08 +1000,-0.414395146510139,2,7,1.3,3,2.479,true,2012-10-12 14:57:25 +1000,2012-10-12 14:57:25 +1000,participant,6,8.5683,8.15390485348986,false,9,3,2.498,2.075
4902,342,20,false,2012-10-13 01:26:33 +1000,-0.436828930143275,1,5,1.42,4,2.587,true,2012-10-12 14:57:31 +1000,2012-10-12 14:57:31 +1000,participant,5,8.589864,8.15303506985673,false,6,4,2.183,2.44714285714286
4807,247,20,false,2012-10-12 14:54:08 +1000,0.0,5,7,1.3,3,2.538,true,2012-10-12 14:57:38 +1000,2012-10-12 14:57:38 +1000,participant,0,0.0,0.0,true,12,1,5.591,2.14071428571429
5013,453,20,false,2012-10-12 14:55:40 +1000,0.0,12,5,1.3,3,4.777,true,2012-10-12 14:58:00 +1000,2012-10-12 14:58:00 +1000,participant,0,0.0,0.0,true,17,1,2.871,2.45714285714286
4803,243,20,false,2012-10-13 09:23:15 +1000,1.19606193786447,0,4,2.36,3,21.953,true,2012-10-14 14:05:35 +1000,2012-10-14 14:05:35 +1000,participant,4,16.7088,17.9048619378645,false,4,4,2.643,2.55071428571429
4807,247,20,false,2012-10-13 14:57:38 +1000,0.963988619347037,5,8,1.3,3,8.924,true,2012-10-14 14:05:47 +1000,2012-10-14 14:05:47 +1000,participant,1,1.0,1.96398861934704,false,13,3,2.538,2.14071428571429
5010,450,20,false,2012-10-13 14:57:52 +1000,0.963944105327338,6,6,1.3,3,2.377,true,2012-10-14 14:05:57 +1000,2012-10-14 14:05:57 +1000,participant,1,1.0,1.96394410532734,false,12,3,2.386,2.45714285714286
5013,453,20,false,2012-10-13 14:58:00 +1000,0.964017685742708,12,6,1.3,3,2.216,true,2012-10-14 14:06:11 +1000,2012-10-14 14:06:11 +1000,participant,1,1.0,1.96401768574271,false,18,3,4.777,2.45714285714286
5014,454,20,false,2012-10-13 14:58:10 +1000,0.964037922761863,6,6,1.3,3,2.033,true,2012-10-14 14:06:23 +1000,2012-10-14 14:06:23 +1000,participant,1,1.0,1.96403792276186,false,12,3,2.102,2.45714285714286
4834,274,20,false,2012-10-13 18:00:17 +1000,0.837726468774421,0,4,2.22,3,5.795,true,2012-10-14 14:06:36 +1000,2012-10-14 14:06:36 +1000,participant,4,15.7176,16.5553264687744,false,4,3,2.81,2.39428571428571
4786,226,20,false,2012-10-13 19:17:15 +1000,0.78437734245007,0,4,2.32,3,2.54,true,2012-10-14 14:06:45 +1000,2012-10-14 14:06:45 +1000,participant,4,17.1216,17.9059773424501,false,4,3,4.706,1.90785714285714
4794,234,20,false,2012-10-13 19:17:24 +1000,0.784378457772083,0,4,2.32,3,2.961,true,2012-10-14 14:06:54 +1000,2012-10-14 14:06:54 +1000,participant,4,17.1216,17.9059784577721,false,4,3,5.587,2.15928571428571
4856,296,20,false,2012-10-13 20:08:12 +1000,0.74923557137625,6,9,1.3,3,8.969,true,2012-10-14 14:07:06 +1000,2012-10-14 14:07:06 +1000,participant,4,5.07,5.81923557137625,false,15,3,7.254,2.24285714285714
4983,423,20,false,2012-10-13 20:08:27 +1000,0.749510299652569,3,5,1.3,1,3.385,false,2012-10-14 14:07:45 +1000,2012-10-14 14:07:45 +1000,participant,4,5.07,5.81951029965257,false,8,3,2.499,2.45714285714286
4992,432,20,false,2012-10-13 20:09:13 +1000,0.749399459570382,4,5,1.3,3,11.93,true,2012-10-14 14:08:21 +1000,2012-10-14 14:08:21 +1000,participant,4,5.07,5.81939945957038,false,9,3,2.955,2.45714285714286
4862,302,20,false,2012-10-13 20:09:19 +1000,0.74938479809809,2,7,1.3,3,2.645,true,2012-10-14 14:08:26 +1000,2012-10-14 14:08:26 +1000,participant,4,5.07,5.81938479809809,false,9,3,3.483,2.43857142857143
4546,226,19,false,2012-08-05 22:51:02 +1000,0.0,1,0,1.7,1,5.507,false,2012-08-05 22:54:37 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,1,0,11.081,1.90785714285714
4551,231,19,false,2012-08-05 22:53:08 +1000,0.0,1,0,1.7,0,23.132,false,2012-08-05 22:55:17 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,1,0,2.914,2.41285714285714
4541,221,19,false,2012-08-05 22:49:38 +1000,0.0,1,0,1.7,0,13.866,false,2012-08-05 22:53:53 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,1,0,5.937,1.68285714285714
4543,223,19,false,2012-08-05 22:50:10 +1000,0.0,1,0,1.7,4,2.226,true,2012-08-05 22:54:26 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,1,0,7.259,1.90214285714286
4550,230,19,false,2012-08-05 22:53:00 +1000,0.0,1,0,1.7,1,4.02,false,2012-08-05 22:54:47 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,1,0,8.809,1.97285714285714
4542,222,19,false,2012-08-05 22:49:54 +1000,0.0,1,0,1.7,1,12.771,false,2012-08-05 22:54:17 +1000,2012-10-10 14:01:17 +1000,participant,0,0.0,0.0,true,1,0,1.043,1.74571428571429
2446,286,10,false,2012-08-06 10:49:27 +1000,0.0,1,0,1.7,5,1.585,true,2012-08-06 10:50:43 +1000,2012-10-10 14:00:57 +1000,participant,0,0.0,0.0,true,1,0,3.985,2.325
2452,292,10,false,2012-08-06 10:50:29 +1000,0.0,1,0,1.7,2,2.534,false,2012-08-06 10:51:45 +1000,2012-10-10 14:00:57 +1000,participant,0,0.0,0.0,true,1,0,4.874,2.30357142857143
2452,292,10,false,2012-08-06 10:51:45 +1000,0.0,2,0,1.38,5,4.708,true,2012-08-06 10:53:13 +1000,2012-10-10 14:00:57 +1000,participant,0,0.0,0.0,true,2,2,2.534,2.30357142857143
2449,289,10,false,2012-08-06 10:49:58 +1000,0.0,1,0,1.7,1,4.007,false,2012-08-06 10:51:28 +1000,2012-10-10 14:00:58 +1000,participant,0,0.0,0.0,true,1,0,2.381,2.26785714285714
2442,282,10,false,2012-08-06 10:47:50 +1000,0.0,1,0,1.7,5,1.976,true,2012-08-06 10:49:34 +1000,2012-10-10 14:00:58 +1000,participant,0,0.0,0.0,true,1,0,2.637,2.26928571428571
2448,288,10,false,2012-08-06 10:50:54 +1000,0.0,2,0,1.38,4,1.416,true,2012-08-06 10:52:29 +1000,2012-10-10 14:00:58 +1000,participant,0,0.0,0.0,true,2,2,4.696,2.45571428571429
2459,299,10,false,2012-08-06 10:52:49 +1000,0.0,1,0,1.7,5,1.632,true,2012-08-06 10:53:29 +1000,2012-10-10 14:00:58 +1000,participant,0,0.0,0.0,true,1,0,7.452,2.46285714285714
2414,254,10,false,2012-08-06 10:46:59 +1000,0.0,10,2,1.3,4,2.667,true,2012-08-06 10:48:15 +1000,2012-10-10 14:01:10 +1000,participant,0,0.0,0.0,true,12,2,2.595,2.04785714285714
2401,241,10,false,2012-08-06 10:46:20 +1000,0.0,8,2,1.3,2,2.259,false,2012-08-06 10:47:39 +1000,2012-10-10 14:01:11 +1000,participant,0,0.0,0.0,true,10,1,6.821,2.05285714285714
2401,241,10,false,2012-08-06 10:47:39 +1000,0.0,9,2,1.3,4,2.431,true,2012-08-06 10:48:49 +1000,2012-10-10 14:01:11 +1000,participant,0,0.0,0.0,true,11,2,2.259,2.05285714285714
2419,259,10,false,2012-08-06 10:48:04 +1000,0.0,12,2,1.3,3,2.337,true,2012-08-06 10:49:45 +1000,2012-10-10 14:01:11 +1000,participant,0,0.0,0.0,true,14,2,7.051,2.01071428571429
2424,264,10,false,2012-08-06 10:45:40 +1000,0.0,4,1,1.3,3,1.51,true,2012-08-06 10:47:23 +1000,2012-10-10 14:01:14 +1000,participant,0,0.0,0.0,true,5,2,2.694,2.08
2423,263,10,false,2012-08-06 10:46:39 +1000,0.0,6,1,1.3,3,1.546,true,2012-08-06 10:48:10 +1000,2012-10-10 14:01:14 +1000,participant,0,0.0,0.0,true,7,2,2.888,2.05
4313,233,18,false,2012-08-05 13:08:57 +1000,0.0,1,0,1.7,0,6.947,false,2012-08-06 14:41:44 +1000,2012-10-10 14:01:15 +1000,participant,0,0.0,0.0,true,1,0,3.101,1.92357142857143
4305,225,18,false,2012-08-05 13:07:41 +1000,0.0,1,0,1.7,0,5.051,false,2012-08-06 14:40:16 +1000,2012-10-10 14:01:15 +1000,participant,0,0.0,0.0,true,1,0,4.539,2.03714285714286
4310,230,18,false,2012-08-05 13:08:30 +1000,0.0,1,0,1.7,0,7.494,false,2012-08-06 14:41:14 +1000,2012-10-10 14:01:15 +1000,participant,0,0.0,0.0,true,1,0,4.601,1.97285714285714
4312,232,18,false,2012-08-05 13:08:51 +1000,0.0,1,0,1.7,0,5.222,false,2012-08-06 14:41:34 +1000,2012-10-10 14:01:15 +1000,participant,0,0.0,0.0,true,1,0,3.597,1.95571428571429
4564,244,19,false,2012-08-06 23:04:44 +1000,0.0,3,0,1.3,1,4.469,false,2012-08-06 23:07:33 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,3,1,11.179,2.24
4564,244,19,false,2012-08-06 23:07:33 +1000,0.0,4,0,1.3,0,5.651,false,2012-08-06 23:09:11 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,4,1,4.469,2.24
4568,248,19,false,2012-08-06 23:04:01 +1000,0.0,2,0,1.3,4,2.827,true,2012-08-06 23:07:15 +1000,2012-10-10 14:01:16 +1000,participant,0,0.0,0.0,true,2,1,3.832,2.03357142857143
4578,258,19,false,2012-08-06 23:06:37 +1000,0.0,1,0,1.7,4,1.98,true,2012-08-06 23:08:23 +1000,2012-10-10 14:01:17 +1000,participant,0,0.0,0.0,true,1,0,12.267,2.08214285714286
4574,254,19,false,2012-08-06 23:03:46 +1000,0.0,1,0,1.7,0,16.081,false,2012-08-06 23:07:06 +1000,2012-10-10 14:01:19 +1000,participant,0,0.0,0.0,true,1,0,6.304,2.04785714285714
4574,254,19,false,2012-08-06 23:08:44 +1000,0.0,3,0,1.3,0,2.116,false,2012-08-06 23:09:53 +1000,2012-10-10 14:01:19 +1000,participant,0,0.0,0.0,true,3,0,5.011,2.04785714285714
4579,259,19,false,2012-08-06 23:06:50 +1000,0.0,1,0,1.7,0,9.039,false,2012-08-06 23:08:36 +1000,2012-10-10 14:01:35 +1000,participant,0,0.0,0.0,true,1,0,9.477,2.01071428571429
4576,256,19,false,2012-08-06 23:05:27 +1000,0.0,1,0,1.7,1,7.419,false,2012-08-06 23:08:15 +1000,2012-10-10 14:01:35 +1000,participant,0,0.0,0.0,true,1,0,10.155,2.00785714285714
4546,226,19,false,2012-08-07 23:00:21 +1000,-0.00484566845659722,5,2,1.3,4,3.53,true,2012-08-07 22:53:22 +1000,2012-10-10 14:01:16 +1000,participant,1,1.0,0.995154331543403,false,7,3,1.825,1.90785714285714
